"","Gene","count","Disease_specificity"
"3454","NDUFAF4",222,0.0487376509330406
"3455","CDH11",396,0.0869374313940725
"3456","POLH",95,0.0208562019758507
"3457","GSR",18,0.00395170142700329
"3458","PCARE",129,0.0283205268935236
"3459","TYRP1",66,0.0144895718990121
"3460","FOXRED1",345,0.0757409440175631
"3461","MED17",65,0.0142700329308452
"3462","COLEC11",291,0.0638858397365532
"3463","ETFDH",144,0.0316136114160263
"3464","MTO1",68,0.0149286498353458
"3465","SMARCD2",90,0.0197585071350165
"3466","LPAR6",108,0.0237102085620198
"3467","TRIM2",65,0.0142700329308452
"3468","CNGB3",140,0.0307354555433589
"3469","HMX1",36,0.00790340285400659
"3470","CFAP53",22,0.00482985729967069
"3471","NEK8",98,0.0215148188803513
"3472","NTRK1",328,0.0720087815587267
"3473","YIF1B",87,0.0190998902305159
"3474","SLC25A15",257,0.0564215148188804
"3475","FAM126A",122,0.0267837541163557
"3476","HPS6",82,0.0180021953896817
"3477","GALNT3",75,0.0164654226125137
"3478","MPIG6B",23,0.00504939626783754
"3479","COQ8A",127,0.0278814489571899
"3480","TAPT1",220,0.0482985729967069
"3481","PCBD1",79,0.0173435784851811
"3482","SERPINB6",6,0.0013172338090011
"3483","CYP2U1",103,0.0226125137211855
"3484","IL6R",82,0.0180021953896817
"3485","NANS",164,0.0360043907793633
"3486","CISD2",206,0.045225027442371
"3487","CFAP70",22,0.00482985729967069
"3488","SHMT2",190,0.0417124039517014
"3489","BVES",48,0.0105378704720088
"3490","ARG1",128,0.0281009879253568
"3491","STT3A",114,0.0250274423710209
"3492","KY",221,0.0485181119648738
"3493","ZNF335",116,0.0254665203073546
"3494","GPR68",20,0.00439077936333699
"3495","CARD9",65,0.0142700329308452
"3496","DPM3",146,0.03205268935236
"3497","DNAH17",24,0.00526893523600439
"3498","LYRM4",30,0.00658616904500549
"3499","GNAT2",89,0.0195389681668496
"3500","EIF2B2",100,0.021953896816685
"3501","TUSC3",108,0.0237102085620198
"3502","LMF1",2,0.000439077936333699
"3503","SFTPB",133,0.029198682766191
"3504","CD3D",136,0.0298572996706915
"3505","SLC7A6OS",37,0.00812294182217344
"3506","TSEN34",187,0.0410537870472009
"3507","TAF2",148,0.0324917672886937
"3508","CYP11B2",239,0.0524698133918771
"3509","TF",39,0.00856201975850713
"3510","WEE2",6,0.0013172338090011
"3511","WBP2",5,0.00109769484083425
"3512","BLOC1S5",85,0.0186608122941822
"3513","SGO1",30,0.00658616904500549
"3514","SORD",54,0.0118551042810099
"3515","MLPH",37,0.00812294182217344
"3516","MANBA",93,0.020417124039517
"3517","GLRX5",210,0.0461031833150384
"3518","MEOX1",166,0.036443468715697
"3519","HSD17B3",46,0.0100987925356751
"3520","HOXB1",104,0.0228320526893524
"3521","CD81",167,0.0366630076838639
"3522","RSPH3",178,0.0390779363336992
"3523","ROR1",21,0.00461031833150384
"3524","SLC22A12",78,0.0171240395170143
"3525","NADK2",218,0.0478594950603732
"3526","KATNB1",67,0.0147091108671789
"3527","MAPKBP1",19,0.00417124039517014
"3528","LIM2",18,0.00395170142700329
"3529","SLC52A3",175,0.0384193194291987
"3530","PTPRF",32,0.00702524698133919
"3531","TRNN",193,0.042371020856202
"3532","CFAP298",221,0.0485181119648738
"3533","PPCS",69,0.0151481888035126
"3534","ITGA3",133,0.029198682766191
"3535","GPR88",14,0.00307354555433589
"3536","GRXCR1",11,0.00241492864983535
"3537","DPYS",79,0.0173435784851811
"3538","DNAI1",244,0.0535675082327113
"3539","TCHH",9,0.00197585071350165
"3540","SLC30A10",211,0.0463227222832053
"3541","CPT1A",142,0.0311745334796926
"3542","LAMB1",146,0.03205268935236
"3543","BCKDHA",74,0.0162458836443469
"3544","MTHFD1",91,0.0199780461031833
"3545","OTOG",11,0.00241492864983535
"3546","LMOD3",321,0.0704720087815587
"3547","IARS1",233,0.051152579582876
"3548","REC114",8,0.0017563117453348
"3549","CYP26C1",83,0.0182217343578485
"3550","GDF9",24,0.00526893523600439
"3551","EML1",54,0.0118551042810099
"3552","GALK1",150,0.0329308452250274
"3553","ISCA2",53,0.011635565312843
"3554","MARK3",15,0.00329308452250274
"3555","GGCX",177,0.0388583973655324
"3556","CIB2",114,0.0250274423710209
"3557","NFASC",133,0.029198682766191
"3558","RAG2",449,0.0985729967069155
"3559","CRADD",133,0.029198682766191
"3560","RHOH",33,0.00724478594950604
"3561","NKX6-2",146,0.03205268935236
"3562","CLCC1",34,0.00746432491767289
"3563","CLEC7A",113,0.024807903402854
"3564","FARS2",256,0.0562019758507135
"3565","MRPS2",45,0.00987925356750823
"3566","GUF1",63,0.0138309549945115
"3567","CHST8",7,0.00153677277716795
"3568","C8A",17,0.00373216245883644
"3569","DNAL1",204,0.0447859495060373
"3570","WARS2",281,0.0616904500548847
"3571","DARS1",53,0.011635565312843
"3572","PET117",80,0.017563117453348
"3573","C14ORF39",52,0.0114160263446762
"3574","EXOC8",110,0.0241492864983535
"3575","SLC9A3",25,0.00548847420417124
"3576","KCNV2",35,0.00768386388583974
"3577","GDAP2",71,0.0155872667398463
"3578","LEMD2",9,0.00197585071350165
"3579","SLC26A3",40,0.00878155872667398
"3580","ASNS",119,0.0261251372118551
"3581","MCIDAS",198,0.0434687156970362
"3582","CYP1B1",132,0.0289791437980241
"3583","TMPRSS3",14,0.00307354555433589
"3584","TBXAS1",93,0.020417124039517
"3585","CLN3",90,0.0197585071350165
"3586","SERPINF2",87,0.0190998902305159
"3587","DCT",46,0.0100987925356751
"3588","ZNHIT3",293,0.0643249176728869
"3589","GRID2",113,0.024807903402854
"3590","AEBP1",385,0.0845225027442371
"3591","TECRL",31,0.00680570801317234
"3592","EPS8L2",5,0.00109769484083425
"3593","PTPN14",22,0.00482985729967069
"3594","ABCC2",65,0.0142700329308452
"3595","ZC3H14",108,0.0237102085620198
"3596","CIITA",304,0.0667398463227223
"3597","TH",140,0.0307354555433589
"3598","IBA57",264,0.0579582875960483
"3599","ELMO2",137,0.0300768386388584
"3600","AGBL5",127,0.0278814489571899
"3601","C7",14,0.00307354555433589
"3602","CD8A",34,0.00746432491767289
"3603","VAX1",42,0.00922063666300768
"3604","SLC19A3",299,0.065642151481888
"3605","PRKACG",31,0.00680570801317234
"3606","LPIN1",43,0.00944017563117453
"3607","PIBF1",183,0.0401756311745335
"3608","SLC34A2",21,0.00461031833150384
"3609","NDUFC2",107,0.0234906695938529
"3610","FBXO7",150,0.0329308452250274
"3611","SALL2",34,0.00746432491767289
"3612","PMFBP1",34,0.00746432491767289
"3613","SERPINB7",36,0.00790340285400659
"3614","NCF1",195,0.0428100987925357
"3615","DHFR",87,0.0190998902305159
"3616","C11ORF80",14,0.00307354555433589
"3617","ALG2",239,0.0524698133918771
"3618","SLC25A42",51,0.0111964873765093
"3619","TMX2",74,0.0162458836443469
"3620","SPEG",219,0.0480790340285401
"3621","ZP1",6,0.0013172338090011
"3622","PPT1",96,0.0210757409440176
"3623","FSIP2",14,0.00307354555433589
"3624","FLVCR1",248,0.0544456641053787
"3625","CIBAR1",29,0.00636663007683864
"3626","AFP",6,0.0013172338090011
"3627","SLC6A17",177,0.0388583973655324
"3628","ENTPD1",115,0.0252469813391877
"3629","SPAG1",204,0.0447859495060373
"3630","APRT",65,0.0142700329308452
"3631","STXBP2",102,0.0223929747530187
"3632","GFER",96,0.0210757409440176
"3633","HEXA",66,0.0144895718990121
"3634","EGF",84,0.0184412733260154
"3635","SLC30A9",61,0.0133918770581778
"3636","WIPF1",235,0.0515916575192097
"3637","DNAJC12",43,0.00944017563117453
"3638","NDUFA9",186,0.040834248079034
"3639","C2",16,0.00351262349066959
"3640","SLC25A10",83,0.0182217343578485
"3641","LINGO1",49,0.0107574094401756
"3642","CARS2",217,0.0476399560922064
"3643","CLN6",77,0.0169045005488474
"3644","ALDOB",182,0.0399560922063666
"3645","SC5D",414,0.0908891328210757
"3646","RDX",15,0.00329308452250274
"3647","ATP5F1E",34,0.00746432491767289
"3648","COQ7",90,0.0197585071350165
"3649","ESRRB",9,0.00197585071350165
"3650","LIPA",202,0.0443468715697036
"3651","DOCK2",16,0.00351262349066959
"3652","VIPAS39",121,0.0265642151481888
"3653","SUOX",73,0.01602634467618
"3654","KPTN",217,0.0476399560922064
"3655","ITGA8",158,0.0346871569703622
"3656","SIPA1L3",8,0.0017563117453348
"3657","TPP1",166,0.036443468715697
"3658","ZNF513",138,0.0302963776070252
"3659","FSHB",122,0.0267837541163557
"3660","AKR1D1",108,0.0237102085620198
"3661","SLC35A1",183,0.0401756311745335
"3662","HEPHL1",65,0.0142700329308452
"3663","ETFA",144,0.0316136114160263
"3664","CLDN1",138,0.0302963776070252
"3665","EIF2AK4",149,0.0327113062568606
"3666","TMEM70",313,0.0687156970362239
"3667","CD59",47,0.0103183315038419
"3668","LCAT",108,0.0237102085620198
"3669","NDUFB8",199,0.0436882546652031
"3670","ARHGEF1",14,0.00307354555433589
"3671","GRM6",48,0.0105378704720088
"3672","TMEM138",226,0.049615806805708
"3673","CCDC141",339,0.074423710208562
"3674","USP18",98,0.0215148188803513
"3675","ITK",112,0.0245883644346872
"3676","LIMS2",60,0.013172338090011
"3677","MIPEP",71,0.0155872667398463
"3678","COG2",137,0.0300768386388584
"3679","PDHB",127,0.0278814489571899
"3680","CLN5",154,0.0338090010976948
"3681","USH1G",110,0.0241492864983535
"3682","MPI",95,0.0208562019758507
"3683","ARHGDIA",57,0.0125137211855104
"3684","NDUFV2",321,0.0704720087815587
"3685","IL2RB",157,0.0344676180021954
"3686","AICDA",46,0.0100987925356751
"3687","KCTD7",154,0.0338090010976948
"3688","CYP26B1",51,0.0111964873765093
"3689","CTH",47,0.0103183315038419
"3690","HOXA1",42,0.00922063666300768
"3691","DBT",74,0.0162458836443469
"3692","SACS",268,0.0588364434687157
"3693","VARS2",46,0.0100987925356751
"3694","NUP155",9,0.00197585071350165
"3695","MECR",54,0.0118551042810099
"3696","ADAMTS18",40,0.00878155872667398
"3697","TUFM",77,0.0169045005488474
"3698","IL10RA",56,0.0122941822173436
"3699","LCK",47,0.0103183315038419
"3700","BRAT1",225,0.0493962678375412
"3701","RSPO4",6,0.0013172338090011
"3702","GAN",202,0.0443468715697036
"3703","IL17RC",115,0.0252469813391877
"3704","LIPT1",189,0.0414928649835346
"3705","PHOX2A",34,0.00746432491767289
"3706","POMT1",1129,0.247859495060373
"3707","NUP160",26,0.00570801317233809
"3708","GYS1",32,0.00702524698133919
"3709","ARHGEF2",99,0.0217343578485181
"3710","RETREG1",245,0.0537870472008782
"3711","GAD1",245,0.0537870472008782
"3712","ESRP1",13,0.00285400658616904
"3713","CHUK",79,0.0173435784851811
"3714","UPB1",75,0.0164654226125137
"3715","KLK4",20,0.00439077936333699
"3716","VRK1",83,0.0182217343578485
"3717","MASP2",33,0.00724478594950604
"3718","BDP1",6,0.0013172338090011
"3719","GNMT",19,0.00417124039517014
"3720","ZMYND15",39,0.00856201975850713
"3721","NDUFB3",178,0.0390779363336992
"3722","FMO3",57,0.0125137211855104
"3723","PSMB9",126,0.0276619099890231
"3724","TYROBP",188,0.0412733260153677
"3725","NDUFS2",542,0.118990120746432
"3726","PRKRA",111,0.0243688254665203
"3727","FGB",106,0.0232711306256861
"3728","ERCC6L2",39,0.00856201975850713
"3729","CPS1",88,0.0193194291986828
"3730","PANK2",371,0.0814489571899012
"3731","COQ5",60,0.013172338090011
"3732","CD247",270,0.0592755214050494
"3733","LRRC32",115,0.0252469813391877
"3734","FECH",85,0.0186608122941822
"3735","RUSC2",135,0.0296377607025247
"3736","TMPRSS6",49,0.0107574094401756
"3737","JAM2",122,0.0267837541163557
"3738","NDUFA12",148,0.0324917672886937
"3739","SLC46A1",189,0.0414928649835346
"3740","SEPSECS",225,0.0493962678375412
"3741","SLC38A8",40,0.00878155872667398
"3742","SPG21",138,0.0302963776070252
"3743","MOCS1",141,0.0309549945115258
"3744","CEP250",16,0.00351262349066959
"3745","MRPL3",43,0.00944017563117453
"3746","CIB1",57,0.0125137211855104
"3747","MYORG",103,0.0226125137211855
"3748","AP5Z1",154,0.0338090010976948
"3749","PC",76,0.0166849615806806
"3750","NRXN1",64,0.0140504939626784
"3751","QDPR",108,0.0237102085620198
"3752","CD27",87,0.0190998902305159
"3753","PLEKHG2",51,0.0111964873765093
"3754","TSEN2",239,0.0524698133918771
"3755","NDRG1",148,0.0324917672886937
"3756","P3H2",19,0.00417124039517014
"3757","CD40",42,0.00922063666300768
"3758","IL12B",111,0.0243688254665203
"3759","AIMP1",202,0.0443468715697036
"3760","NTNG2",98,0.0215148188803513
"3761","FTCD",37,0.00812294182217344
"3762","PERCC1",12,0.0026344676180022
"3763","DENND5A",117,0.0256860592755214
"3764","OXR1",29,0.00636663007683864
"3765","TRAF3IP2",133,0.029198682766191
"3766","TRAPPC12",223,0.0489571899012075
"3767","SELENBP1",8,0.0017563117453348
"3768","KLHL40",189,0.0414928649835346
"3769","NDUFA2",160,0.0351262349066959
"3770","KARS1",48,0.0105378704720088
"3771","CLCNKB",488,0.107135016465423
"3772","CD3G",59,0.0129527991218441
"3773","NEUROG3",62,0.0136114160263447
"3774","FA2H",355,0.0779363336992316
"3775","MAB21L1",155,0.0340285400658617
"3776","MSRB3",5,0.00109769484083425
"3777","MCEE",38,0.00834248079034029
"3778","TTC19",85,0.0186608122941822
"3779","DNASE1L3",169,0.0371020856201976
"3780","PLOD3",170,0.0373216245883644
"3781","TNNT1",107,0.0234906695938529
"3782","GPR179",57,0.0125137211855104
"3783","ZBTB11",55,0.0120746432491767
"3784","ACP4",21,0.00461031833150384
"3785","ARFGEF2",141,0.0309549945115258
"3786","CACNA2D2",59,0.0129527991218441
"3787","PLG",199,0.0436882546652031
"3788","HIBCH",211,0.0463227222832053
"3789","AMPD1",38,0.00834248079034029
"3790","P2RY12",28,0.00614709110867179
"3791","CYP27A1",237,0.0520307354555434
"3792","ALX3",371,0.0814489571899012
"3793","PNPLA8",78,0.0171240395170143
"3794","MPDZ",95,0.0208562019758507
"3795","CLDN16",92,0.0201975850713502
"3796","NDUFA6",213,0.046761800219539
"3797","PYGM",112,0.0245883644346872
"3798","GPSM2",63,0.0138309549945115
"3799","LIAS",79,0.0173435784851811
"3800","EXPH5",11,0.00241492864983535
"3801","FASTKD2",56,0.0122941822173436
"3802","TNFRSF10B",7,0.00153677277716795
"3803","ABCA3",120,0.026344676180022
"3804","CD320",11,0.00241492864983535
"3805","GPT2",161,0.0353457738748628
"3806","NDUFV1",311,0.0682766190998902
"3807","ACAT1",136,0.0298572996706915
"3808","GSX2",47,0.0103183315038419
"3809","PTS",170,0.0373216245883644
"3810","DNAH11",183,0.0401756311745335
"3811","VPS51",192,0.0421514818880351
"3812","GLYCTK",91,0.0199780461031833
"3813","TMEM199",43,0.00944017563117453
"3814","RALGAPA1",150,0.0329308452250274
"3815","MS4A1",138,0.0302963776070252
"3816","AGRN",382,0.0838638858397366
"3817","NUP88",226,0.049615806805708
"3818","MAG",153,0.033589462129528
"3819","NDUFS1",363,0.0796926454445664
"3820","NBEAL2",93,0.020417124039517
"3821","SBF1",82,0.0180021953896817
"3822","ACY1",119,0.0261251372118551
"3823","MMACHC",434,0.0952799121844127
"3824","RELT",23,0.00504939626783754
"3825","IRAK4",62,0.0136114160263447
"3826","EXOSC3",119,0.0261251372118551
"3827","CCT5",160,0.0351262349066959
"3828","ECHS1",169,0.0371020856201976
"3829","ACADVL",227,0.0498353457738749
"3830","SNX14",363,0.0796926454445664
"3831","HYDIN",203,0.0445664105378705
"3832","MOCS2",123,0.0270032930845225
"3833","DPYD",176,0.0386388583973655
"3834","BLOC1S3",84,0.0184412733260154
"3835","NDUFA11",201,0.0441273326015368
"3836","LOXHD1",10,0.0021953896816685
"3837","DNAJB2",35,0.00768386388583974
"3838","SLC1A4",210,0.0461031833150384
"3839","TAP1",55,0.0120746432491767
"3840","TRIOBP",15,0.00329308452250274
"3841","GPX1",16,0.00351262349066959
"3842","CD151",46,0.0100987925356751
"3843","ABHD12",101,0.0221734357848518
"3844","OTOGL",10,0.0021953896816685
"3845","GFM2",283,0.0621295279912184
"3846","MCCC2",133,0.029198682766191
"3847","ACACA",11,0.00241492864983535
"3848","DNAAF3",216,0.0474204171240395
"3849","RAB27A",160,0.0351262349066959
"3850","DLAT",183,0.0401756311745335
"3851","GRXCR2",10,0.0021953896816685
"3852","MCM8",50,0.0109769484083425
"3853","SRD5A2",64,0.0140504939626784
"3854","GPNMB",13,0.00285400658616904
"3855","IQCE",11,0.00241492864983535
"3856","MBOAT7",167,0.0366630076838639
"3857","CHAT",294,0.0645444566410538
"3858","OAT",84,0.0184412733260154
"3859","AGT",66,0.0144895718990121
"3860","WDR45B",76,0.0166849615806806
"3861","PADI3",25,0.00548847420417124
"3862","ASPA",237,0.0520307354555434
"3863","SLC25A46",119,0.0261251372118551
"3864","CA5A",45,0.00987925356750823
"3865","MIEF2",42,0.00922063666300768
"3866","PDE6C",95,0.0208562019758507
"3867","PTGER2",14,0.00307354555433589
"3868","ATP6V0A4",62,0.0136114160263447
"3869","COASY",174,0.0381997804610318
"3870","MPDU1",105,0.0230515916575192
"3871","TTPA",124,0.0272228320526894
"3872","RFX5",243,0.0533479692645445
"3873","PCK2",24,0.00526893523600439
"3874","ZNF142",42,0.00922063666300768
"3875","PGAP2",312,0.0684961580680571
"3876","AMN",21,0.00461031833150384
"3877","MEIOB",41,0.00900109769484083
"3878","CFAP300",208,0.0456641053787047
"3879","NADSYN1",74,0.0162458836443469
"3880","GALE",69,0.0151481888035126
"3881","PAH",353,0.0774972557628979
"3882","CYP21A2",47,0.0103183315038419
"3883","SLC4A4",40,0.00878155872667398
"3884","DNAAF5",221,0.0485181119648738
"3885","RARS2",108,0.0237102085620198
"3886","CHMP1A",115,0.0252469813391877
"3887","ADAM22",45,0.00987925356750823
"3888","CYB561",23,0.00504939626783754
"3889","TSPYL1",127,0.0278814489571899
"3890","IL36RN",81,0.0177826564215148
"3891","F7",104,0.0228320526893524
"3892","TASP1",213,0.046761800219539
"3893","HOGA1",42,0.00922063666300768
"3894","ATG5",33,0.00724478594950604
"3895","ACAD8",84,0.0184412733260154
"3896","ADCY6",64,0.0140504939626784
"3897","RIPK4",412,0.090450054884742
"3898","AMH",44,0.00965971459934138
"3899","LRTOMT",13,0.00285400658616904
"3900","GLIS2",17,0.00373216245883644
"3901","THOC6",293,0.0643249176728869
"3902","TPRN",19,0.00417124039517014
"3903","LDHA",44,0.00965971459934138
"3904","EXOSC9",132,0.0289791437980241
"3905","PAX7",124,0.0272228320526894
"3906","NDUFS7",303,0.0665203073545554
"3907","LMBRD1",260,0.0570801317233809
"3908","NCF4",160,0.0351262349066959
"3909","MAN1B1",359,0.078814489571899
"3910","CD36",11,0.00241492864983535
"3911","JAM3",73,0.01602634467618
"3912","DNAH9",175,0.0384193194291987
"3913","ALG11",217,0.0476399560922064
"3914","CLRN2",9,0.00197585071350165
"3915","KRT85",40,0.00878155872667398
"3916","PUS3",219,0.0480790340285401
"3917","TMEM132E",9,0.00197585071350165
"3918","IRF9",29,0.00636663007683864
"3919","GAMT",80,0.017563117453348
"3920","PCYT2",60,0.013172338090011
"3921","RIC1",100,0.021953896816685
"3922","SAR1B",119,0.0261251372118551
"3923","FADD",111,0.0243688254665203
"3924","TRPM1",60,0.013172338090011
"3925","LACC1",102,0.0223929747530187
"3926","ERLIN1",116,0.0254665203073546
"3927","CEP112",18,0.00395170142700329
"3928","CERS1",17,0.00373216245883644
"3929","GLDN",22,0.00482985729967069
"3930","B4GALNT1",202,0.0443468715697036
"3931","TENM3",71,0.0155872667398463
"3932","DEGS1",104,0.0228320526893524
"3933","ELMOD3",5,0.00109769484083425
"3934","AHCY",179,0.0392974753018661
"3935","GYG1",110,0.0241492864983535
"3936","SPNS2",9,0.00197585071350165
"3937","APTX",109,0.0239297475301866
"3938","CD70",53,0.011635565312843
"3939","MCM4",64,0.0140504939626784
"3940","C8B",19,0.00417124039517014
"3941","BLOC1S6",33,0.00724478594950604
"3942","ARHGEF18",130,0.0285400658616905
"3943","LIPE",121,0.0265642151481888
"3944","CSF2RB",67,0.0147091108671789
"3945","IGFBP7",25,0.00548847420417124
"3946","CCDC39",211,0.0463227222832053
"3947","ADSL",202,0.0443468715697036
"3948","SNIP1",130,0.0285400658616905
"3949","HPS5",64,0.0140504939626784
"3950","GRIK2",120,0.026344676180022
"3951","UQCRB",17,0.00373216245883644
"3952","VPS13D",85,0.0186608122941822
"3953","CLDN19",115,0.0252469813391877
"3954","CYP2C19",1,0.00021953896816685
"3955","SARS2",91,0.0199780461031833
"3956","CNGA3",91,0.0199780461031833
"3957","IL7",72,0.0158068057080132
"3958","MMADHC",124,0.0272228320526894
"3959","EDC3",138,0.0302963776070252
"3960","NMNAT1",114,0.0250274423710209
"3961","TMEM94",155,0.0340285400658617
"3962","CABP4",120,0.026344676180022
"3963","ACOX2",44,0.00965971459934138
"3964","SLC12A3",350,0.0768386388583974
"3965","PDP1",99,0.0217343578485181
"3966","CD3E",150,0.0329308452250274
"3967","BLNK",187,0.0410537870472009
"3968","WNT2B",16,0.00351262349066959
"3969","NDUFS4",420,0.0922063666300768
"3970","CTPS1",65,0.0142700329308452
"3971","GTPBP2",142,0.0311745334796926
"3972","IL11RA",73,0.01602634467618
"3973","UQCC2",81,0.0177826564215148
"3974","COQ4",63,0.0138309549945115
"3975","EIF3F",12,0.0026344676180022
"3976","PLVAP",98,0.0215148188803513
"3977","IGHMBP2",163,0.0357848518111965
"3978","CBX2",41,0.00900109769484083
"3979","CSTA",63,0.0138309549945115
"3980","METTL23",146,0.03205268935236
"3981","HAX1",57,0.0125137211855104
"3982","PSMB4",126,0.0276619099890231
"3983","MAGI2",32,0.00702524698133919
"3984","B4GALT1",98,0.0215148188803513
"3985","AKR1C4",13,0.00285400658616904
"3986","MDH2",264,0.0579582875960483
"3987","PTPN23",83,0.0182217343578485
"3988","GUCY1A1",86,0.0188803512623491
"3989","SLC6A3",115,0.0252469813391877
"3990","DGAT1",28,0.00614709110867179
"3991","LMAN2L",116,0.0254665203073546
"3992","EMC1",318,0.0698133918770582
"3993","TRIM36",18,0.00395170142700329
"3994","KLHDC8B",25,0.00548847420417124
"3995","LDHD",57,0.0125137211855104
"3996","FRMD4A",228,0.0500548847420417
"3997","MALT1",90,0.0197585071350165
"3998","MC1R",210,0.0461031833150384
"3999","DHODH",285,0.0625686059275521
"4000","KRT8",54,0.0118551042810099
"4001","MRPS28",133,0.029198682766191
"4002","ADAMTS13",81,0.0177826564215148
"4003","ANK3",67,0.0147091108671789
"4004","SLC17A5",201,0.0441273326015368
"4005","MICU1",143,0.0313940724478595
"4006","KL",65,0.0142700329308452
"4007","LRRC56",195,0.0428100987925357
"4008","ERLIN2",381,0.0836443468715697
"4009","NDUFAF2",314,0.0689352360043908
"4010","NME8",189,0.0414928649835346
"4011","C6",15,0.00329308452250274
"4012","CLP1",220,0.0482985729967069
"4013","ALB",96,0.0210757409440176
"4014","IL2RA",236,0.0518111964873765
"4015","LHB",58,0.0127332601536773
"4016","FDXR",155,0.0340285400658617
"4017","PLCE1",38,0.00834248079034029
"4018","PRSS12",124,0.0272228320526894
"4019","NT5E",46,0.0100987925356751
"4020","NEK2",114,0.0250274423710209
"4021","NDUFA13",184,0.0403951701427003
"4022","TFRC",81,0.0177826564215148
"4023","ADA",362,0.0794731064763996
"4024","NDUFS6",175,0.0384193194291987
"4025","UGP2",160,0.0351262349066959
"4026","GALT",212,0.0465422612513721
"4027","IDH3B",133,0.029198682766191
"4028","COQ8B",33,0.00724478594950604
"4029","IVD",71,0.0155872667398463
"4030","PDE6A",139,0.0305159165751921
"4031","ROBO3",67,0.0147091108671789
"4032","FGF5",18,0.00395170142700329
"4033","CCDC174",85,0.0186608122941822
"4034","IRX5",184,0.0403951701427003
"4035","CLPB",216,0.0474204171240395
"4036","LIPH",92,0.0201975850713502
"4037","CNTN2",36,0.00790340285400659
"4038","TSHB",122,0.0267837541163557
"4039","TMEM126A",45,0.00987925356750823
"4040","CHP1",66,0.0144895718990121
"4041","ITPA",73,0.01602634467618
"4042","SGSH",107,0.0234906695938529
"4043","BTG4",12,0.0026344676180022
"4044","YY1AP1",109,0.0239297475301866
"4045","RAX",19,0.00417124039517014
"4046","VPS13C",131,0.0287596048298573
"4047","CYP4V2",31,0.00680570801317234
"4048","ALG6",59,0.0129527991218441
"4049","TPI1",124,0.0272228320526894
"4050","NCAPH",27,0.00592755214050494
"4051","GPI",63,0.0138309549945115
"4052","FCSK",68,0.0149286498353458
"4053","DPY19L2",9,0.00197585071350165
"4054","RNASET2",75,0.0164654226125137
"4055","ACP2",21,0.00461031833150384
"4056","SLC5A1",79,0.0173435784851811
"4057","SGCG",168,0.0368825466520307
"4058","ADCY1",11,0.00241492864983535
"4059","CABP2",5,0.00109769484083425
"4060","TMEM237",614,0.134796926454446
"4061","PLA2G4A",36,0.00790340285400659
"4062","LAMC3",27,0.00592755214050494
"4063","GRAP",9,0.00197585071350165
"4064","ADSS1",108,0.0237102085620198
"4065","TTC7A",224,0.0491767288693743
"4066","NEMF",49,0.0107574094401756
"4067","MYD88",271,0.0594950603732162
"4068","MNS1",37,0.00812294182217344
"4069","LRBA",193,0.042371020856202
"4070","FMN2",135,0.0296377607025247
"4071","TCTN1",183,0.0401756311745335
"4072","HPS3",31,0.00680570801317234
"4073","IL6ST",127,0.0278814489571899
"4074","LGI4",130,0.0285400658616905
"4075","C12ORF57",296,0.0649835345773875
"4076","DOCK7",232,0.0509330406147091
"4077","LRP2",292,0.0641053787047201
"4078","CDHR1",141,0.0309549945115258
"4079","TLE6",8,0.0017563117453348
"4080","NEK10",193,0.042371020856202
"4081","GALM",22,0.00482985729967069
"4082","TKFC",119,0.0261251372118551
"4083","DNAI2",210,0.0461031833150384
"4084","RSPH1",193,0.042371020856202
"4085","COX20",93,0.020417124039517
"4086","BCL10",145,0.0318331503841932
"4087","SLC11A2",11,0.00241492864983535
"4088","SLITRK6",33,0.00724478594950604
"4089","ABCD4",153,0.033589462129528
"4090","BIN1",377,0.0827661909989023
"4091","EIF2B5",100,0.021953896816685
"4092","LTC4S",43,0.00944017563117453
"4093","AK2",113,0.024807903402854
"4094","CFAP65",22,0.00482985729967069
"4095","SLC25A22",320,0.0702524698133919
"4096","RBCK1",65,0.0142700329308452
"4097","F10",129,0.0283205268935236
"4098","ISCU",61,0.0133918770581778
"4099","GCDH",230,0.0504939626783754
"4100","FERMT1",284,0.0623490669593853
"4101","DNAAF2",199,0.0436882546652031
"4102","NAXE",75,0.0164654226125137
"4103","LPIN2",186,0.040834248079034
"4104","VPS35L",203,0.0445664105378705
"4105","ST14",60,0.013172338090011
"4106","ZBTB42",24,0.00526893523600439
"4107","D2HGDH",95,0.0208562019758507
"4108","DNAH5",201,0.0441273326015368
"4109","PKD1L1",40,0.00878155872667398
"4110","NCKAP1L",85,0.0186608122941822
"4111","MSTN",6,0.0013172338090011
"4112","NUP62",153,0.033589462129528
"4113","ARSG",67,0.0147091108671789
"4114","NDUFAF3",365,0.0801317233809001
"4115","TMC6",47,0.0103183315038419
"4116","NCF2",195,0.0428100987925357
"4117","HIKESHI",74,0.0162458836443469
"4118","AGTPBP1",89,0.0195389681668496
"4119","CST6",39,0.00856201975850713
"4120","KIAA1549",149,0.0327113062568606
"4121","MCFD2",103,0.0226125137211855
"4122","ALX1",256,0.0562019758507135
"4123","PLCZ1",6,0.0013172338090011
"4124","CORO1A",31,0.00680570801317234
"4125","ACE",58,0.0127332601536773
"4126","C2CD3",425,0.0933040614709111
"4127","AMBN",23,0.00504939626783754
"4128","PRDM8",100,0.021953896816685
"4129","SEC31A",155,0.0340285400658617
"4130","TAT",101,0.0221734357848518
