"","Gene","count","Disease_specificity"
"1418","TLL1",247,0.0542261251372119
"1419","RHAG",112,0.0245883644346872
"1420","SCN1A",545,0.119648737650933
"1421","ELOVL5",72,0.0158068057080132
"1422","MYO7A",217,0.0476399560922064
"1423","CDKN2A",320,0.0702524698133919
"1424","PRSS2",98,0.0215148188803513
"1425","SLC25A11",198,0.0434687156970362
"1426","FBXO38",61,0.0133918770581778
"1427","GIPC1",42,0.00922063666300768
"1428","DNM1L",382,0.0838638858397366
"1429","BACH2",90,0.0197585071350165
"1430","TLR2",45,0.00987925356750823
"1431","KIF3B",69,0.0151481888035126
"1432","COL7A1",894,0.196267837541164
"1433","PTPN1",17,0.00373216245883644
"1434","FOXN1",101,0.0221734357848518
"1435","KRT10",146,0.03205268935236
"1436","VAPB",125,0.0274423710208562
"1437","RDH5",79,0.0173435784851811
"1438","BLVRA",21,0.00461031833150384
"1439","DSG1",81,0.0177826564215148
"1440","ZCCHC8",15,0.00329308452250274
"1441","OPN1SW",34,0.00746432491767289
"1442","MYL3",37,0.00812294182217344
"1443","SEMA4A",330,0.0724478594950604
"1444","SEPTIN12",10,0.0021953896816685
"1445","PRRT2",380,0.0834248079034029
"1446","SFTPC",196,0.0430296377607025
"1447","FCGR2B",60,0.013172338090011
"1448","ATL3",55,0.0120746432491767
"1449","ETV6",49,0.0107574094401756
"1450","INS",264,0.0579582875960483
"1451","FTH1",6,0.0013172338090011
"1452","CAMTA1",269,0.0590559824368825
"1453","NLGN1",14,0.00307354555433589
"1454","CTLA4",561,0.123161361141603
"1455","CACNA1G",309,0.0678375411635565
"1456","GNAQ",328,0.0720087815587267
"1457","CRYBA4",28,0.00614709110867179
"1458","CUX2",85,0.0186608122941822
"1459","PHOX2B",296,0.0649835345773875
"1460","PLAT",6,0.0013172338090011
"1461","IRS1",17,0.00373216245883644
"1462","ALG10B",18,0.00395170142700329
"1463","JAK2",603,0.13238199780461
"1464","KCNC1",24,0.00526893523600439
"1465","PHIP",136,0.0298572996706915
"1466","COL4A3",152,0.0333699231613611
"1467","IL1B",29,0.00636663007683864
"1468","SGCD",147,0.0322722283205269
"1469","CHRND",487,0.106915477497256
"1470","AKAP9",71,0.0155872667398463
"1471","MYO6",33,0.00724478594950604
"1472","ESR2",46,0.0100987925356751
"1473","RNASEL",15,0.00329308452250274
"1474","ATP1A3",272,0.0597145993413831
"1475","GCK",313,0.0687156970362239
"1476","ATP2A2",149,0.0327113062568606
"1477","NUDT15",1,0.00021953896816685
"1478","MN1",129,0.0283205268935236
"1479","EDNRA",130,0.0285400658616905
"1480","HMBS",233,0.051152579582876
"1481","BEST1",299,0.065642151481888
"1482","SASH1",39,0.00856201975850713
"1483","GDF1",216,0.0474204171240395
"1484","POLR1B",80,0.017563117453348
"1485","SREBF1",193,0.042371020856202
"1486","REST",130,0.0285400658616905
"1487","TWIST2",602,0.132162458836443
"1488","COL4A1",456,0.100109769484083
"1489","MLLT10",13,0.00285400658616904
"1490","CPSF1",10,0.0021953896816685
"1491","PAX4",122,0.0267837541163557
"1492","PANX1",12,0.0026344676180022
"1493","ASCL1",158,0.0346871569703622
"1494","IRF2BP2",148,0.0324917672886937
"1495","BNC2",109,0.0239297475301866
"1496","GUCY2D",263,0.0577387486278814
"1497","FGF9",148,0.0324917672886937
"1498","RAD54B",48,0.0105378704720088
"1499","ANK2",56,0.0122941822173436
"1500","CRYBA1",11,0.00241492864983535
"1501","SOX10",765,0.16794731064764
"1502","GDF6",370,0.0812294182217344
"1503","APOE",393,0.0862788144895719
"1504","PMP22",809,0.177607025246981
"1505","GNAS-AS1",49,0.0107574094401756
"1506","FOXP2",104,0.0228320526893524
"1507","MYBPC1",180,0.0395170142700329
"1508","BCL11B",239,0.0524698133918771
"1509","NEFH",198,0.0434687156970362
"1510","SAMD12",59,0.0129527991218441
"1511","TCAP",121,0.0265642151481888
"1512","KIF5C",68,0.0149286498353458
"1513","YEATS2",42,0.00922063666300768
"1514","NEUROD1",98,0.0215148188803513
"1515","HTRA2",203,0.0445664105378705
"1516","NOP56",175,0.0384193194291987
"1517","KCNJ11",617,0.135455543358946
"1518","CFHR5",28,0.00614709110867179
"1519","HABP2",90,0.0197585071350165
"1520","RAPGEF2",12,0.0026344676180022
"1521","OPA1",465,0.102085620197585
"1522","KIT",501,0.109989023051592
"1523","GATA5",165,0.0362239297475302
"1524","KCNQ3",169,0.0371020856201976
"1525","KAT8",122,0.0267837541163557
"1526","CTNND1",118,0.0259055982436883
"1527","SFTPA2",108,0.0237102085620198
"1528","ACTN1",17,0.00373216245883644
"1529","TUBA1A",68,0.0149286498353458
"1530","ERBB2",34,0.00746432491767289
"1531","ABCA1",277,0.0608122941822173
"1532","CDC73",442,0.0970362239297475
"1533","CEACAM16",14,0.00307354555433589
"1534","CSRP3",76,0.0166849615806806
"1535","CFHR3",120,0.026344676180022
"1536","GATA6",740,0.162458836443469
"1537","PLS1",9,0.00197585071350165
"1538","EGR2",183,0.0401756311745335
"1539","ATP1A2",222,0.0487376509330406
"1540","MUC1",79,0.0173435784851811
"1541","JAG1",426,0.0935236004390779
"1542","KRT3",16,0.00351262349066959
"1543","SNCAIP",77,0.0169045005488474
"1544","NAA15",14,0.00307354555433589
"1545","UBA1",350,0.0768386388583974
"1546","HOXA2",57,0.0125137211855104
"1547","CACNA1E",85,0.0186608122941822
"1548","MYH2",58,0.0127332601536773
"1549","DNAJB6",102,0.0223929747530187
"1550","MAP1B",212,0.0465422612513721
"1551","ADRB2",22,0.00482985729967069
"1552","APC",1204,0.264324917672887
"1553","REN",94,0.0206366630076839
"1554","PLCG2",135,0.0296377607025247
"1555","GDF3",174,0.0381997804610318
"1556","F2",155,0.0340285400658617
"1557","HARS1",192,0.0421514818880351
"1558","RHO",263,0.0577387486278814
"1559","BARD1",42,0.00922063666300768
"1560","TFAP2B",272,0.0597145993413831
"1561","FLT4",261,0.0572996706915477
"1562","SNCA",400,0.0878155872667399
"1563","DLST",193,0.042371020856202
"1564","TSC1",564,0.123819978046103
"1565","PPP2R1A",311,0.0682766190998902
"1566","GDF2",161,0.0353457738748628
"1567","SEMA6B",56,0.0122941822173436
"1568","MTTP",255,0.0559824368825467
"1569","CCDC78",19,0.00417124039517014
"1570","DRD4",7,0.00153677277716795
"1571","HSPB3",38,0.00834248079034029
"1572","PDE6G",149,0.0327113062568606
"1573","MPO",31,0.00680570801317234
"1574","FOXL2",108,0.0237102085620198
"1575","MME",190,0.0417124039517014
"1576","IKZF1",182,0.0399560922063666
"1577","TUBB1",8,0.0017563117453348
"1578","MSH2",346,0.07596048298573
"1579","MAT1A",35,0.00768386388583974
"1580","F13A1",162,0.0355653128430296
"1581","SLC39A5",5,0.00109769484083425
"1582","HBB",756,0.165971459934138
"1583","PLEKHM1",149,0.0327113062568606
"1584","MUC5B",108,0.0237102085620198
"1585","DCTN1",263,0.0577387486278814
"1586","SERPING1",183,0.0401756311745335
"1587","ITGB3",218,0.0478594950603732
"1588","TNNC1",87,0.0190998902305159
"1589","APP",263,0.0577387486278814
"1590","CNOT3",169,0.0371020856201976
"1591","PRKAG2",128,0.0281009879253568
"1592","EPAS1",165,0.0362239297475302
"1593","CYLD",88,0.0193194291986828
"1594","CFI",257,0.0564215148188804
"1595","DCC",391,0.0858397365532382
"1596","MYBPC3",122,0.0267837541163557
"1597","KCNJ2",252,0.0553238199780461
"1598","ANKH",202,0.0443468715697036
"1599","CITED2",286,0.062788144895719
"1600","CHMP2B",314,0.0689352360043908
"1601","CHRNA2",72,0.0158068057080132
"1602","ARL2",24,0.00526893523600439
"1603","SLC7A9",32,0.00702524698133919
"1604","FLNC",246,0.054006586169045
"1605","MYOZ2",24,0.00526893523600439
"1606","ARHGAP26",13,0.00285400658616904
"1607","GLUD1",78,0.0171240395170143
"1608","DES",222,0.0487376509330406
"1609","RTN2",143,0.0313940724478595
"1610","PDCD10",96,0.0210757409440176
"1611","MYH9",137,0.0300768386388584
"1612","AP2S1",80,0.017563117453348
"1613","NPRL2",84,0.0184412733260154
"1614","COL12A1",491,0.107793633369923
"1615","EEF2",76,0.0166849615806806
"1616","DEPDC5",187,0.0410537870472009
"1617","PRPH2",406,0.0891328210757409
"1618","CHRNE",448,0.0983534577387486
"1619","KRT14",636,0.139626783754116
"1620","ZFP57",101,0.0221734357848518
"1621","SLC4A11",72,0.0158068057080132
"1622","TNC",5,0.00109769484083425
"1623","PALLD",108,0.0237102085620198
"1624","MUC7",8,0.0017563117453348
"1625","SLC6A5",91,0.0199780461031833
"1626","CD19",280,0.0614709110867179
"1627","TRDN",94,0.0206366630076839
"1628","F5",231,0.0507135016465423
"1629","PROM1",247,0.0542261251372119
"1630","NOTCH2NLC",151,0.0331503841931943
"1631","COL18A1",211,0.0463227222832053
"1632","APCDD1",50,0.0109769484083425
"1633","ATXN8",135,0.0296377607025247
"1634","SLC25A4",387,0.0849615806805708
"1635","CCND2",140,0.0307354555433589
"1636","IRF3",17,0.00373216245883644
"1637","RYR2",58,0.0127332601536773
"1638","AP2M1",135,0.0296377607025247
"1639","NAGLU",136,0.0298572996706915
"1640","H1-4",76,0.0166849615806806
"1641","FLG",33,0.00724478594950604
"1642","RPL21",47,0.0103183315038419
"1643","CPOX",285,0.0625686059275521
"1644","THRB",68,0.0149286498353458
"1645","ABCC6",623,0.136772777167947
"1646","GLS",77,0.0169045005488474
"1647","DRD5",27,0.00592755214050494
"1648","LRRC8A",160,0.0351262349066959
"1649","PTPRJ",43,0.00944017563117453
"1650","POFUT1",19,0.00417124039517014
"1651","KRT71",59,0.0129527991218441
"1652","KCNJ18",157,0.0344676180021954
"1653","ATXN7",164,0.0360043907793633
"1654","XPR1",92,0.0201975850713502
"1655","SETX",294,0.0645444566410538
"1656","GNAI2",17,0.00373216245883644
"1657","ZP3",6,0.0013172338090011
"1658","KLF11",82,0.0180021953896817
"1659","PLA2G2A",43,0.00944017563117453
"1660","ANKRD26",15,0.00329308452250274
"1661","CFH",245,0.0537870472008782
"1662","CEBPA",13,0.00285400658616904
"1663","PACS1",413,0.0906695938529089
"1664","FOXP1",406,0.0891328210757409
"1665","MAP3K8",14,0.00307354555433589
"1666","CALM3",84,0.0184412733260154
"1667","FOXC1",287,0.0630076838638858
"1668","PAX3",667,0.146432491767289
"1669","FH",407,0.0893523600439078
"1670","CNNM2",126,0.0276619099890231
"1671","PTCH2",384,0.0843029637760703
"1672","TNFRSF13B",253,0.055543358946213
"1673","PRPF3",134,0.0294182217343579
"1674","SCN11A",90,0.0197585071350165
"1675","ANGPTL4",1,0.00021953896816685
"1676","KDM6B",126,0.0276619099890231
"1677","APOB",180,0.0395170142700329
"1678","FGF10",465,0.102085620197585
"1679","EPS8L3",48,0.0105378704720088
"1680","KCNE2",65,0.0142700329308452
"1681","MTAP",92,0.0201975850713502
"1682","PITX3",52,0.0114160263446762
"1683","PTPRQ",23,0.00504939626783754
"1684","MPZ",624,0.136992316136114
"1685","TGFBI",189,0.0414928649835346
"1686","HOXA13",382,0.0838638858397366
"1687","PIK3R2",289,0.0634467618002195
"1688","CPA6",32,0.00702524698133919
"1689","ASPRV1",12,0.0026344676180022
"1690","CDK4",75,0.0164654226125137
"1691","CARD14",84,0.0184412733260154
"1692","TOPORS",128,0.0281009879253568
"1693","SPRED1",108,0.0237102085620198
"1694","PBX1",139,0.0305159165751921
"1695","SNAI2",227,0.0498353457738749
"1696","FLT3",27,0.00592755214050494
"1697","ENG",412,0.090450054884742
"1698","LGI1",52,0.0114160263446762
"1699","TICAM1",97,0.0212952799121844
"1700","TBC1D24",950,0.208562019758507
"1701","EIF2AK2",98,0.0215148188803513
"1702","NACC1",189,0.0414928649835346
"1703","PFN1",98,0.0215148188803513
"1704","SMAD6",92,0.0201975850713502
"1705","PLCB4",201,0.0441273326015368
"1706","EPB41",103,0.0226125137211855
"1707","WNT10A",274,0.0601536772777168
"1708","ITPR1",265,0.0581778265642151
"1709","SLC12A2",215,0.0472008781558727
"1710","HNF1A",265,0.0581778265642151
"1711","ATP2C1",25,0.00548847420417124
"1712","ROBO2",14,0.00307354555433589
"1713","HTRA1",114,0.0250274423710209
"1714","SLC16A1",69,0.0151481888035126
"1715","PLA2G7",48,0.0105378704720088
"1716","BEAN1",85,0.0186608122941822
"1717","MARCHF6",56,0.0122941822173436
"1718","FUS",356,0.0781558726673985
"1719","SOX5",230,0.0504939626783754
"1720","BMP4",493,0.108232711306257
"1721","SLC6A20",50,0.0109769484083425
"1722","GDAP1",311,0.0682766190998902
"1723","MSX2",254,0.0557628979143798
"1724","TBXA2R",25,0.00548847420417124
"1725","IRF1",33,0.00724478594950604
"1726","RBM12",9,0.00197585071350165
"1727","TRPC6",28,0.00614709110867179
"1728","ALDH2",10,0.0021953896816685
"1729","MXI1",16,0.00351262349066959
"1730","PERP",167,0.0366630076838639
"1731","ALX4",504,0.110647639956092
"1732","CDK8",126,0.0276619099890231
"1733","FASLG",342,0.0750823271130626
"1734","ATXN8OS",212,0.0465422612513721
"1735","KRT74",98,0.0215148188803513
"1736","ABCC8",631,0.138529088913282
"1737","EFHC1",113,0.024807903402854
"1738","HOXA11",138,0.0302963776070252
"1739","MSX1",338,0.0742041712403952
"1740","CFHR1",120,0.026344676180022
"1741","LOC111365204",52,0.0114160263446762
"1742","HSPB8",86,0.0188803512623491
"1743","RAB11B",147,0.0322722283205269
"1744","TBX5",234,0.0513721185510428
"1745","TUBB3",413,0.0906695938529089
"1746","MAFA",42,0.00922063666300768
"1747","HOMER2",9,0.00197585071350165
"1748","MAPT",779,0.171020856201976
"1749","ROBO4",26,0.00570801317233809
"1750","SNTA1",49,0.0107574094401756
"1751","INF2",110,0.0241492864983535
"1752","FOXD3",16,0.00351262349066959
"1753","ZNF644",6,0.0013172338090011
"1754","AMTN",20,0.00439077936333699
"1755","TUBB2A",46,0.0100987925356751
"1756","GNAO1",328,0.0720087815587267
"1757","REEP1",224,0.0491767288693743
"1758","LIPC",57,0.0125137211855104
"1759","EDAR",203,0.0445664105378705
"1760","EDN1",187,0.0410537870472009
"1761","YAP1",119,0.0261251372118551
"1762","LMX1A",6,0.0013172338090011
"1763","TRIM71",14,0.00307354555433589
"1764","TUBB6",48,0.0105378704720088
"1765","PPP2R1B",14,0.00307354555433589
"1766","PLAU",65,0.0142700329308452
"1767","GJA8",127,0.0278814489571899
"1768","IL1RN",145,0.0318331503841932
"1769","NCSTN",17,0.00373216245883644
"1770","FRG1",170,0.0373216245883644
"1771","PRKN",159,0.0349066959385291
"1772","CLPX",18,0.00395170142700329
"1773","GABRB3",152,0.0333699231613611
"1774","TIA1",164,0.0360043907793633
"1775","CAV3",213,0.046761800219539
"1776","SH3BP2",131,0.0287596048298573
"1777","ABCB4",192,0.0421514818880351
"1778","KCNJ5",202,0.0443468715697036
"1779","PRPH",122,0.0267837541163557
"1780","APOA5",59,0.0129527991218441
"1781","PROS1",121,0.0265642151481888
"1782","MAP3K1",210,0.0461031833150384
"1783","POMP",93,0.020417124039517
"1784","KCNQ2",265,0.0581778265642151
"1785","CEP85L",90,0.0197585071350165
"1786","BMPR2",86,0.0188803512623491
"1787","NOBOX",16,0.00351262349066959
"1788","SMARCAD1",173,0.037980241492865
"1789","DLX3",131,0.0287596048298573
"1790","ZFPM2",330,0.0724478594950604
"1791","SERPINI1",41,0.00900109769484083
"1792","KIF21A",36,0.00790340285400659
"1793","CPT2",651,0.142919868276619
"1794","TECTA",18,0.00395170142700329
"1795","SERPINA6",15,0.00329308452250274
"1796","ERBB4",91,0.0199780461031833
"1797","QRICH1",94,0.0206366630076839
"1798","MYRF",105,0.0230515916575192
"1799","KCNE1",118,0.0259055982436883
"1800","NLRP1",240,0.0526893523600439
"1801","SLC17A8",11,0.00241492864983535
"1802","IL17RD",183,0.0401756311745335
"1803","CALR",205,0.0450054884742042
"1804","CARD8",37,0.00812294182217344
"1805","EDARADD",337,0.0739846322722283
"1806","KRT16",165,0.0362239297475302
"1807","WARS1",29,0.00636663007683864
"1808","UBTF",177,0.0388583973655324
"1809","HLA-G",8,0.0017563117453348
"1810","KRT83",114,0.0250274423710209
"1811","CFTR",412,0.090450054884742
"1812","HECW2",118,0.0259055982436883
"1813","FAM83H",19,0.00417124039517014
"1814","AKT2",138,0.0302963776070252
"1815","ROM1",155,0.0340285400658617
"1816","RYR1",1168,0.25642151481888
"1817","HRURF",25,0.00548847420417124
"1818","COL8A2",82,0.0180021953896817
"1819","PACS2",130,0.0285400658616905
"1820","CPT1C",111,0.0243688254665203
"1821","RTN4R",16,0.00351262349066959
"1822","DLX4",179,0.0392974753018661
"1823","TMEM43",202,0.0443468715697036
"1824","PRNP",547,0.120087815587267
"1825","PSEN1",463,0.101646542261251
"1826","KCNJ13",107,0.0234906695938529
"1827","DSC2",32,0.00702524698133919
"1828","GNB4",35,0.00768386388583974
"1829","ACOX1",298,0.0654226125137212
"1830","BAG3",144,0.0316136114160263
"1831","SNAP25",270,0.0592755214050494
"1832","P4HA2",6,0.0013172338090011
"1833","RETN",17,0.00373216245883644
"1834","GREM2",11,0.00241492864983535
"1835","CALM2",66,0.0144895718990121
"1836","PRSS1",98,0.0215148188803513
"1837","FREM1",242,0.0531284302963776
"1838","DMPK",429,0.0941822173435785
"1839","MAX",267,0.0586169045005488
"1840","KRT2",32,0.00702524698133919
"1841","CACNA1S",336,0.0737650933040615
"1842","PLCD1",67,0.0147091108671789
"1843","WDR37",132,0.0289791437980241
"1844","OVOL2",92,0.0201975850713502
"1845","SLC1A3",109,0.0239297475301866
"1846","PHF21A",170,0.0373216245883644
"1847","CARD11",100,0.021953896816685
"1848","VCL",66,0.0144895718990121
"1849","RDH12",182,0.0399560922063666
"1850","KIF5A",262,0.0575192096597146
"1851","SYN2",16,0.00351262349066959
"1852","NFKBIA",69,0.0151481888035126
"1853","ZNF687",42,0.00922063666300768
"1854","GFI1",154,0.0338090010976948
"1855","SPAST",158,0.0346871569703622
"1856","FAM111B",62,0.0136114160263447
"1857","MCM2",16,0.00351262349066959
"1858","WDR26",365,0.0801317233809001
"1859","CRYGC",45,0.00987925356750823
"1860","TRPV3",132,0.0289791437980241
"1861","DNASE1",60,0.013172338090011
"1862","TRIO",455,0.0998902305159166
"1863","LORICRIN",51,0.0111964873765093
"1864","GNB1",189,0.0414928649835346
"1865","RAC2",247,0.0542261251372119
"1866","PLN",77,0.0169045005488474
"1867","CACNA1C",187,0.0410537870472009
"1868","PRIMPOL",8,0.0017563117453348
"1869","TSC2",555,0.121844127332602
"1870","PPP1R12A",190,0.0417124039517014
"1871","ACVR2B",27,0.00592755214050494
"1872","FGA",155,0.0340285400658617
"1873","ABCC9",599,0.131503841931943
"1874","DIAPH3",23,0.00504939626783754
"1875","GFI1B",89,0.0195389681668496
"1876","MYH14",119,0.0261251372118551
"1877","TEAD1",22,0.00482985729967069
"1878","SOD1",195,0.0428100987925357
"1879","HTR2A",36,0.00790340285400659
"1880","GJA5",200,0.0439077936333699
"1881","MSH3",132,0.0289791437980241
"1882","IRF6",533,0.117014270032931
"1883","LRP6",85,0.0186608122941822
"1884","LRRK2",234,0.0513721185510428
"1885","HMCN1",38,0.00834248079034029
"1886","VHL",744,0.163336992316136
"1887","EPHB4",77,0.0169045005488474
"1888","GATA2",224,0.0491767288693743
"1889","SQSTM1",513,0.112623490669594
"1890","SLC12A5",78,0.0171240395170143
"1891","KCNK4",121,0.0265642151481888
"1892","CHRNA1",510,0.111964873765093
"1893","ANXA5",5,0.00109769484083425
"1894","A4GALT",4,0.000878155872667398
"1895","POT1",79,0.0173435784851811
"1896","COL5A2",337,0.0739846322722283
"1897","KRT1",245,0.0537870472008782
"1898","TBX20",226,0.049615806805708
"1899","PLIN1",119,0.0261251372118551
"1900","HTR1A",21,0.00461031833150384
"1901","DHX16",157,0.0344676180021954
"1902","PLD3",42,0.00922063666300768
"1903","MAD1L1",16,0.00351262349066959
"1904","NR2F2",165,0.0362239297475302
"1905","PIK3CD",385,0.0845225027442371
"1906","ASPN",27,0.00592755214050494
"1907","YY1",391,0.0858397365532382
"1908","A2M",27,0.00592755214050494
"1909","MAPKAPK3",21,0.00461031833150384
"1910","USP8",308,0.0676180021953897
"1911","CORIN",92,0.0201975850713502
"1912","PMVK",32,0.00702524698133919
"1913","SERPINE1",94,0.0206366630076839
"1914","CCDC88C",118,0.0259055982436883
"1915","EIF4G1",132,0.0289791437980241
"1916","UNC119",66,0.0144895718990121
"1917","KCNN3",343,0.0753018660812294
"1918","MAPK8IP1",17,0.00373216245883644
"1919","JPH2",20,0.00439077936333699
"1920","SOX18",278,0.0610318331503842
"1921","NR3C2",64,0.0140504939626784
"1922","SCN2A",612,0.134357848518112
"1923","DNMT1",219,0.0480790340285401
"1924","POU6F2",78,0.0171240395170143
"1925","MECOM",158,0.0346871569703622
"1926","SLC3A1",187,0.0410537870472009
"1927","PRODH",88,0.0193194291986828
"1928","PITX2",362,0.0794731064763996
"1929","SCN9A",612,0.134357848518112
"1930","CHIC2",13,0.00285400658616904
"1931","INAVA",21,0.00461031833150384
"1932","PABPN1",84,0.0184412733260154
"1933","SLC9A3R1",29,0.00636663007683864
"1934","ICOS",332,0.0728869374313941
"1935","KRT17",194,0.0425905598243688
"1936","FLRT3",163,0.0357848518111965
"1937","KLHL3",26,0.00570801317233809
"1938","P2RX2",12,0.0026344676180022
"1939","ATXN3",480,0.105378704720088
"1940","RLBP1",261,0.0572996706915477
"1941","OSMR",28,0.00614709110867179
"1942","DRD3",32,0.00702524698133919
"1943","KCNQ4",9,0.00197585071350165
"1944","CHMP4B",11,0.00241492864983535
"1945","KLF6",35,0.00768386388583974
"1946","PIGT",488,0.107135016465423
"1947","DTNA",43,0.00944017563117453
"1948","MYOT",251,0.0551042810098793
"1949","GRN",279,0.061251372118551
"1950","CEL",91,0.0199780461031833
"1951","TGM6",120,0.026344676180022
"1952","AXIN2",124,0.0272228320526894
"1953","CRYAA",51,0.0111964873765093
"1954","IRS2",17,0.00373216245883644
"1955","GPHN",202,0.0443468715697036
"1956","CSF1R",162,0.0355653128430296
"1957","LRSAM1",63,0.0138309549945115
"1958","SDC3",14,0.00307354555433589
"1959","WNK4",25,0.00548847420417124
"1960","KIF1B",431,0.0946212952799122
"1961","RNF213",42,0.00922063666300768
"1962","TRIM44",41,0.00900109769484083
"1963","RAC1",368,0.0807903402854007
"1964","CHRNB1",303,0.0665203073545554
"1965","CRYAB",248,0.0544456641053787
"1966","MYH6",191,0.0419319429198683
"1967","TUBG1",49,0.0107574094401756
"1968","UBIAD1",11,0.00241492864983535
"1969","PNKD",85,0.0186608122941822
"1970","ODC1",406,0.0891328210757409
"1971","KCNE3",97,0.0212952799121844
"1972","THPO",116,0.0254665203073546
"1973","FSCN2",134,0.0294182217343579
"1974","ZFHX2",31,0.00680570801317234
"1975","PDGFRL",64,0.0140504939626784
"1976","NEFL",464,0.101866081229418
"1977","POLR2A",122,0.0267837541163557
"1978","ACTN2",180,0.0395170142700329
"1979","KCNT2",49,0.0107574094401756
"1980","CCNK",83,0.0182217343578485
"1981","TEK",123,0.0270032930845225
"1982","HTT",330,0.0724478594950604
"1983","LDB3",183,0.0401756311745335
"1984","DSP",452,0.099231613611416
"1985","TTR",178,0.0390779363336992
"1986","PAX9",40,0.00878155872667398
"1987","DNAJB11",34,0.00746432491767289
"1988","NF2",522,0.114599341383095
"1989","MDM4",82,0.0180021953896817
"1990","GATA3",165,0.0362239297475302
"1991","CETP",21,0.00461031833150384
"1992","SH2B3",174,0.0381997804610318
"1993","APOL4",16,0.00351262349066959
"1994","MBL2",26,0.00570801317233809
"1995","RAC3",116,0.0254665203073546
"1996","PPOX",184,0.0403951701427003
"1997","MIB1",11,0.00241492864983535
"1998","AAGAB",72,0.0158068057080132
"1999","MLH3",234,0.0513721185510428
"2000","PSEN2",153,0.033589462129528
"2001","CHI3L1",16,0.00351262349066959
"2002","SYT1",297,0.0652030735455543
"2003","SMAD9",17,0.00373216245883644
"2004","CARTPT",14,0.00307354555433589
"2005","ATL1",209,0.0458836443468716
"2006","GANAB",134,0.0294182217343579
"2007","ENAM",38,0.00834248079034029
"2008","CLRN1",222,0.0487376509330406
"2009","UCHL1",190,0.0417124039517014
"2010","SPINK1",131,0.0287596048298573
"2011","RORB",31,0.00680570801317234
"2012","GJC2",367,0.0805708013172338
"2013","ELOVL4",250,0.0548847420417124
"2014","CCL11",8,0.0017563117453348
"2015","JUP",257,0.0564215148188804
"2016","SLC36A2",50,0.0109769484083425
"2017","RIMS1",32,0.00702524698133919
"2018","CYP3A4",61,0.0133918770581778
"2019","PDGFB",475,0.104281009879254
"2020","JPH1",64,0.0140504939626784
"2021","KLHL7",427,0.0937431394072448
"2022","MSH6",340,0.0746432491767289
"2023","NFKB2",337,0.0739846322722283
"2024","SETBP1",850,0.186608122941822
"2025","SLC16A12",17,0.00373216245883644
"2026","RB1CC1",9,0.00197585071350165
"2027","ADGRE2",12,0.0026344676180022
"2028","KRT6A",137,0.0300768386388584
"2029","MLH1",366,0.080351262349067
"2030","CRYGS",7,0.00153677277716795
"2031","SPTAN1",96,0.0210757409440176
"2032","TARDBP",225,0.0493962678375412
"2033","TUBB4B",14,0.00307354555433589
"2034","POLD1",193,0.042371020856202
"2035","RIPK1",130,0.0285400658616905
"2036","KCNH2",96,0.0210757409440176
"2037","TPM1",69,0.0151481888035126
"2038","BICD2",261,0.0572996706915477
"2039","NEXN",68,0.0149286498353458
"2040","PAK1",96,0.0210757409440176
"2041","APOL2",16,0.00351262349066959
"2042","KRT6C",10,0.0021953896816685
"2043","KIF2A",56,0.0122941822173436
"2044","CNOT2",113,0.024807903402854
"2045","CALM1",84,0.0184412733260154
"2046","KRT86",75,0.0164654226125137
"2047","SEMA3A",211,0.0463227222832053
"2048","GCH1",281,0.0616904500548847
"2049","SETD1B",83,0.0182217343578485
"2050","KCNK3",19,0.00417124039517014
"2051","STX1B",114,0.0250274423710209
"2052","GFAP",43,0.00944017563117453
"2053","MS4A2",31,0.00680570801317234
"2054","TNF",28,0.00614709110867179
"2055","CCNF",98,0.0215148188803513
"2056","CYP2A6",17,0.00373216245883644
"2057","SLC17A9",23,0.00504939626783754
"2058","FBLN1",140,0.0307354555433589
"2059","GNA11",247,0.0542261251372119
"2060","GNAL",44,0.00965971459934138
"2061","MITF",388,0.0851811196487376
"2062","CRYGD",28,0.00614709110867179
"2063","SCN1B",580,0.127332601536773
"2064","DDX41",48,0.0105378704720088
"2065","VWF",145,0.0318331503841932
"2066","MTMR14",198,0.0434687156970362
"2067","GCNT2",12,0.0026344676180022
"2068","RARB",160,0.0351262349066959
"2069","SCN2B",45,0.00987925356750823
"2070","NFKB1",162,0.0355653128430296
"2071","UMOD",37,0.00812294182217344
"2072","AVP",68,0.0149286498353458
"2073","DAOA",16,0.00351262349066959
"2074","PPP2R5D",324,0.0711306256860593
"2075","HNMT",144,0.0316136114160263
"2076","GABRB1",48,0.0105378704720088
"2077","TWNK",764,0.167727771679473
"2078","AIPL1",146,0.03205268935236
"2079","ANLN",23,0.00504939626783754
"2080","PDE1C",5,0.00109769484083425
"2081","KCNN4",129,0.0283205268935236
"2082","RP1",132,0.0289791437980241
"2083","MEF2A",16,0.00351262349066959
"2084","VSX1",113,0.024807903402854
"2085","SLITRK1",37,0.00812294182217344
"2086","NUP214",103,0.0226125137211855
"2087","COPA",69,0.0151481888035126
"2088","PRDM6",9,0.00197585071350165
"2089","DNM2",316,0.0693743139407245
"2090","PRX",157,0.0344676180021954
"2091","ARF1",116,0.0254665203073546
"2092","CHRNB2",61,0.0133918770581778
"2093","EEF1AKNMT",1,0.00021953896816685
"2094","ACVR1",233,0.051152579582876
"2095","YARS1",25,0.00548847420417124
"2096","KCTD1",237,0.0520307354555434
"2097","TMEM98",37,0.00812294182217344
